公司名稱,職缺名稱,徵才網址,薪水區間,工作性質,工作地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具
力碁科技服務股份有限公司,品管工程師-機電(屏東),http://www.104.com.tw/job/6ygwu?jobsource=2018indexpoc,"月薪 40,000~60,000元",全職,屏東縣佳冬鄉佳和路187號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1至3 人,上班族,10年以上,專科以上,不拘,不拘,不拘
全國數位有線電視股份有限公司,MIS資訊專員 (研發處),http://www.104.com.tw/job/6mtch?jobsource=2018indexpoc,"月薪 30,000~48,000元",全職,新北市板橋區三民路一段210號13樓(切勿親洽),不需負擔管理責任,無需出差外派,"日班，09:00-1800,另依需要輪排午晚班，需輪班",週休二日,一週內,1 人,上班族,3年以上,高中、專科、大學、碩士,不拘,英文 -- 聽 /中等、說 /略懂、讀 /中等、寫 /略懂,Linux
雲端互動股份有限公司,Sr. .Net Developer,http://www.104.com.tw/job/6zh0z?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區,不需負擔管理責任,需外派，一年累積時間未定,日班,依公司規定,一個月內,1 人,上班族、外籍人士,3年以上,大學以上,不拘,不拘,不拘
寶元數控股份有限公司,後端工程師,http://www.104.com.tw/job/6xapr?jobsource=2018indexpoc,"月薪 35,000元以上",全職,台中市西屯區台灣大道二段633號6樓之6,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1 人,上班族,1年以上,大學以上,資訊管理相關、資訊工程相關,不拘,C#、PHP、Python、Ruby、JavaScript
康全電訊股份有限公司,軟體設計工程師,http://www.104.com.tw/job/dps?jobsource=2018indexpoc,"月薪 35,000~60,000元",全職,新北市三重區重新路五段609巷10號3樓之1,不需負擔管理責任,無需出差外派,日班，08:30～17:30,週休二日,不限,不限,上班族、應屆畢業生、外籍人士、原住民【相關法令】、二度就業,1年以上,專科以上,資訊工程相關、電機電子工程相關、通信學類,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、C++、Java、HTML、JavaScript、VBScript、TCP/IP
向上國際科技股份有限公司,數據分析師,http://www.104.com.tw/job/6vpzg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市北區健行路360號,不需負擔管理責任,無需出差外派,日班，09:00-18:30,週休二日,一個月內,1至2 人,上班族、應屆畢業生,不拘,大學以上,應用數學相關、統計學相關、資訊工程相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Python、R、ANSI SQL、MS SQL、MySQL、PL/SQL、PostgreSQL、Tableau、Google Analytics、Google Data Studio、Firebase、SAS、SPSS
全徽道安科技股份有限公司,MIS工程師,http://www.104.com.tw/job/703ox?jobsource=2018indexpoc,"月薪 40,000~50,000元",全職,新北市新店區寶興路45巷6弄3號3樓,不需負擔管理責任,無需出差外派,日班,週休二日,一週內,1 人,上班族,3年以上,專科、大學、碩士,資訊管理相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,天心資訊、鼎新
台灣英特艾倫人力資源有限公司,【杜拜】跨國遊戲軟體公司 徵 運維工程師 ,http://www.104.com.tw/job/6zyoa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,阿拉伯聯合大公國,不需負擔管理責任,需外派，一年累積時間約七個月以上,日班,依公司規定,不限,代企業徵才,上班族,3年以上,大學以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux、Shell、Github
恆星網路科技有限公司,資深DBA工程師-V,http://www.104.com.tw/job/6r5kt?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市大安區敦化南路二段,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1 人,上班族,3年以上,專科以上,不拘,不拘,不拘
蜂鳥食堂_蜂鳥科技股份有限公司,PHP 程式設計師,http://www.104.com.tw/job/6yoyq?jobsource=2018indexpoc,"月薪 35,000~60,000元",全職,台北市大同區台北市大同區延平北路二段202號B1,不需負擔管理責任,無需出差外派,日班,週休二日,兩週內,1至2 人,上班族、應屆畢業生歡迎身心障礙人士，需附身心障礙證明【相關法令】,不拘,專科、大學、碩士,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /中等、寫 /略懂,Linux、Mac OS、AJAX、PHP、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS
新博軟體開發股份有限公司,MySQL DBA,http://www.104.com.tw/job/6xv7c?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市西屯區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,3年以上,專科,不拘,不拘,Linux、Shell、MySQL
愛勝遊戲股份有限公司,DevOps Engineer(月薪7W ~ 10W),http://www.104.com.tw/job/60jyy?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市內湖區基湖路三巷9號5樓之3,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1至2 人,上班族,2年以上,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Python、Ruby、Visual C++
威剛科技股份有限公司,研究發展類-2020潛力新秀(IT),http://www.104.com.tw/job/6xren?jobsource=2018indexpoc,"月薪 32,000~45,000元",全職,新北市中和區連城路258號18樓,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,不限,不限,應屆畢業生,不拘,大學以上,工程學科類、數學及電算機科學學科類,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel、PowerPoint、Word
長見營造有限公司,工地主任/副主任(新竹縣市),http://www.104.com.tw/job/6wkag?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,"新竹縣竹北市雙北市,高雄,新竹等地區",管理4人以下,需外派，一年累積時間未定,日班，需輪班,依公司規定,不限,不限,上班族、原住民【相關法令】、二度就業、中壯齡(45~54歲)、中高齡(55~64歲),2年以上,專科以上,建築相關、其他建築及都市規劃學類,不拘,Windows 7、Adobe Acrobat、Excel、Internet Explorer、Outlook、PowerPoint、Word、AutoCAD
亨福實業股份有限公司,資訊人員,http://www.104.com.tw/job/2oaau?jobsource=2018indexpoc,"月薪 23,800~40,000元",全職,苗栗縣竹南鎮崎頂里崎腳36之3號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，08:00~17:00,週休二日,兩週內,1 人,上班族,1年以上,專科、大學、碩士,資訊管理相關、資訊工程相關,不拘,Windows 2000、Windows 2003、Windows XP、Windows Server 2008、MS SQL
高鼎精密材料股份有限公司,建廠專案專員,http://www.104.com.tw/job/5ncfi?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市南屯區(依公司任務分派),不需負擔管理責任,需出差，一年累積時間未定,日班，08:00~17:00,週休二日,一個月內,1 人,上班族,10年以上,大學、碩士,不拘,不拘,Excel、Internet Explorer、Outlook、PowerPoint、Word、中文打字20~50、英文打字50~75、AutoCAD
翊羅科技有限公司,MES工程師,http://www.104.com.tw/job/6z8zp?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新竹縣竹北市竹義里中央路189號4樓,不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1至2 人,上班族、應屆畢業生、原住民【相關法令】、二度就業,1年以上,專科以上,不拘,不拘,C#、Java、Visual Studio .net、MS SQL、ASP.NET
金泰噴碼科技股份有限公司,[資訊]-ERP鼎新系統(TIP TOP)工程師,http://www.104.com.tw/job/61e4j?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) ,全職,新北市汐止區新台五路1段99號34樓(U-TOWN大樓),不需負擔管理責任,無需出差外派,日班，09:00-18:00,週休二日,一個月內,1 人,上班族、應屆畢業生,1年以上,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,MS SQL、PL/SQL、JavaScript、鼎新
思雲達科技有限公司,Go 開發工程師/Go developer,http://www.104.com.tw/job/71opm?jobsource=2018indexpoc,"月薪 65,000~80,000元",全職,台北市中山區復興北路60號,不需負擔管理責任,無需出差外派,日班，09:30~17:30,週休二日,不限,1 人,上班族,3年以上,專科以上,不拘,英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /略懂,Github、Java、PHP、Go、Database Administrator、MySQL
三好米_億東企業股份有限公司,台北總公司-資訊主管,http://www.104.com.tw/job/5okao?jobsource=2018indexpoc,"月薪 50,000元以上",全職,新北市泰山區新五路一段116號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,3年以上,專科以上,不拘,不拘,不拘
麥斯網路媒體科技有限公司,網路資訊工程師(台中),http://www.104.com.tw/job/61pnt?jobsource=jolist_c_relevance,"月薪 32,000~38,000元",全職,台中市北屯區文心路四段61號(中清與文心路口高雄銀行旁),管理4人以下,無需出差外派,日班,週休二日,不限,1至2 人,上班族,1年以上,專科以上,不拘,不拘,不拘
豪門國際開發股份有限公司,專案--工地主任(具經驗),http://www.104.com.tw/job/713ur?jobsource=jolist_c_relevance,"月薪 50,000元以上",全職,台南市永康區,管理人數未定,無需出差外派,日班,依公司規定,一個月內,1 人,上班族、原住民【相關法令】、二度就業、中壯齡(45~54歲)、中高齡(55~64歲),5年以上,不拘,不拘,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂台語 -- 精通,AutoCAD
禎浩工程有限公司,工地監工/營造工程師/工務人員,http://www.104.com.tw/job/6q451?jobsource=jolist_c_relevance,"月薪 35,000~60,000元",全職,高雄市大寮區鳳屏一路288號3樓-1,管理4人以下,無需出差外派,日班,依公司規定,不限,1至3 人,上班族,2年以上,專科以上,土木工程相關、測量工程相關、建築相關,台語 -- 中等,Windows 10、Excel、Word、中文打字50~75、英文打字20~50、AutoCAD
久陽精密股份有限公司,mis工程師,http://www.104.com.tw/job/6zypg?jobsource=jolist_c_relevance,"月薪 35,000~40,000元",全職,高雄市橋頭區芋林路299號,不需負擔管理責任,無需出差外派,日班，08:00-17:00,依公司規定,不限,1 人,上班族、二度就業,2年以上,專科以上,不拘,不拘,英文打字75~100、英文打字100~125、DOS、Linux、Mac/Macintosh、Mac OS、Apple、Windows 2003、Windows 98、Windows NT、Windows 7、Windows 8、Android、Windows 10、Windows Server 2012、iOS、Windows Server 2008、Windows Vista、Windows Mobile、Windows 95、Windows 2000、FreeBSD、Sun Solaris、UNIX、Vmware、Tomcat、IIS、HTTP、FTP、Firewall、LAN、iptables、PPPoE、SAN、ssh、VLAN、WAN、VPN、TCP/IP、Routers、NetWare、Juniper、DHCP、Ethernet、DNS、LanServer、HTML、MS SQL、MySQL
大立光電股份有限公司,自動化物流軟體開發工程師,http://www.104.com.tw/job/40nxv?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台中市南屯區精科路11號,不需負擔管理責任,無需出差外派,日班,週休二日,可年後上班,1至2 人,上班族、應屆畢業生,不拘,碩士以上,電機電子工程相關、資訊工程相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,C、C#、C++、Java、Python
保經科技有限公司,助理程式設計師-台北,http://www.104.com.tw/job/46nly?jobsource=jolist_c_relevance,"月薪 25,000~40,000元",全職,台北市中山區建國北路二段151巷6號3樓,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，09:00~18:00,週休二日,不限,2至3 人,上班族、應屆畢業生,1年以上,大學,資訊管理相關、銀行保險相關、一般商業學類,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,ASP.NET、C#、MS SQL、HTML
普鴻資訊股份有限公司,資深C#後端開發工程師(維運部),http://www.104.com.tw/job/70hun?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,台北市信義區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族、二度就業,5年以上,高中以上,不拘,不拘,Oracle、ASP.NET、C#
資寶科技股份有限公司,NLP資料科學家/NLP Data Scientist,http://www.104.com.tw/job/70gbv?jobsource=jolist_c_relevance,"年薪 1,600,000~2,500,000元",全職,台中市北區文心路四段208之1號7樓之2,管理4人以下,需出差，一年累積時間約三個月以下,日班,週休二日,不限,1 人,上班族,6年以上,碩士以上,一般數學相關、資訊工程相關、其他數學及電算機科學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
凱勝電訊有限公司,軟體工程師,http://www.104.com.tw/job/70d7d?jobsource=jolist_c_relevance,"月薪 45,000~65,000元",全職,台北市大安區敦化南路二段104號20樓之1,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1至2 人,上班族、二度就業,不拘,大學、碩士,不拘,不拘,Java、C++
煙波大飯店股份有限公司,數據發展部 數據工程師,http://www.104.com.tw/job/6y2of?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) ,全職,新竹市明湖路773號,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,3年以上,專科以上,資訊管理相關,英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Excel、Word
諾迪科技股份有限公司,JAVA後端工程師,http://www.104.com.tw/job/6nan0?jobsource=jolist_c_relevance,"月薪 35,000~60,000元",全職,台北市松山區南京東路三段287號10樓,管理人數未定,無需出差外派,日班，10:00-19:00,依公司規定,不限,1至2 人,上班族、應屆畢業生,2年以上,專科以上,不拘,不拘,Java、JSP、JDBC、HTML、jQuery
荷盛國際顧問股份有限公司,Programmer,http://www.104.com.tw/job/5ouv6?jobsource=jolist_c_relevance,"月薪 38,000~50,000元",全職,台北市中山區中山北路一段11號18樓,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1 人,上班族,2年以上,專科以上,資訊工程相關,不拘,C#、C++、PowerBuilder、MS SQL、MySQL、Oracle
資寶科技股份有限公司,CV資料科學家/CV Data Scientist,http://www.104.com.tw/job/71fze?jobsource=jolist_c_relevance,"年薪 1,600,000~2,500,000元",全職,台中市北區文心路四段208之1號7樓之2,管理4人以下,需出差，一年累積時間約三個月以下,日班,週休二日,不限,1 人,上班族,6年以上,碩士以上,一般數學相關、資訊工程相關、其他數學及電算機科學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘
